model,case_id,chain_type,expected_schema,runs,compliance_passes,compliance_rate,avg_elapsed_s,avg_tokens_per_sec,rubric_criteria_count,rubric_passed_total,rubric_rate,rubric_scorer,most_failed_rubric_criteria,judge_evaluations
gemma4:e2b,intent_sum_001,intent_summarizer,SummarizedChunk,3,3,1.0,5.937,122.5,3,6,0.6667,llm-judge,"['tech_stack includes at least one of: Stripe, payments, financial']","[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains WHY idempotency is needed (duplicate payment prevention), not just WHAT the function does', 'verdict': 'PASS', 'evidence': 'to prevent duplicate charges for the same request.'}, {'criterion': 'tech_stack includes at least one of: Stripe, payments, financial', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': 'Logic'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains WHY idempotency is needed (duplicate payment prevention), not just WHAT the function does', 'verdict': 'PASS', 'evidence': 'to prevent duplicate charges for the same request.'}, {'criterion': 'tech_stack includes at least one of: Stripe, payments, financial', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': 'Logic'}]}, {'run': 3, 'evaluations': [{'criterion': 'intent_summary explains WHY idempotency is needed (duplicate payment prevention), not just WHAT the function does', 'verdict': 'PASS', 'evidence': 'to prevent duplicate charges for the same request.'}, {'criterion': 'tech_stack includes at least one of: Stripe, payments, financial', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': 'Logic'}]}]"
gemma4:e2b,intent_sum_002,intent_summarizer,SummarizedChunk,3,3,1.0,3.238,123.16,3,6,0.6667,llm-judge,['tech_stack includes ChromaDB or Ollama'],"[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains WHY these settings exist (system tuning, not just variable names)', 'verdict': 'PASS', 'evidence': '""This file serves as a central repository for application configuration settings. It defines various constants related to memory collection names, OLLAMA service endpoints, model specifications, worker counts, file paths, and confidence thresholds.""'}, {'criterion': 'semantic_type is Config', 'verdict': 'PASS', 'evidence': '""semantic_type"": ""Config""'}, {'criterion': 'tech_stack includes ChromaDB or Ollama', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains WHY these settings exist (system tuning, not just variable names)', 'verdict': 'PASS', 'evidence': '""This file serves as a central repository for application configuration settings. It defines various constants related to memory collection names, OLLAMA service endpoints, model specifications, worker counts, file paths, and confidence thresholds.""'}, {'criterion': 'semantic_type is Config', 'verdict': 'PASS', 'evidence': '""semantic_type"": ""Config""'}, {'criterion': 'tech_stack includes ChromaDB or Ollama', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 3, 'evaluations': [{'criterion': 'intent_summary explains WHY these settings exist (system tuning, not just variable names)', 'verdict': 'PASS', 'evidence': '""This file serves as a central repository for application configuration settings. It defines various constants related to memory collection names, OLLAMA service endpoints, model specifications, worker counts, file paths, and confidence thresholds.""'}, {'criterion': 'semantic_type is Config', 'verdict': 'PASS', 'evidence': '""semantic_type"": ""Config""'}, {'criterion': 'tech_stack includes ChromaDB or Ollama', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
gemma4:e2b,intent_sum_003,intent_summarizer,SummarizedChunk,3,3,1.0,5.305,122.19,3,6,0.6667,llm-judge,['intent_summary explains the three-case upsert contract and WHY it prevents duplicate indexing'],"[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains the three-case upsert contract and WHY it prevents duplicate indexing', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'tech_stack includes ChromaDB', 'verdict': 'PASS', 'evidence': '""ChromaDB""'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': '""Logic""'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains the three-case upsert contract and WHY it prevents duplicate indexing', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'tech_stack includes ChromaDB', 'verdict': 'PASS', 'evidence': '""ChromaDB""'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': '""Logic""'}]}, {'run': 3, 'evaluations': [{'criterion': 'intent_summary explains the three-case upsert contract and WHY it prevents duplicate indexing', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'tech_stack includes ChromaDB', 'verdict': 'PASS', 'evidence': '""ChromaDB""'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': '""Logic""'}]}]"
gemma4:e2b,intent_sum_004,intent_summarizer,SummarizedChunk,3,3,1.0,5.659,121.56,3,6,0.6667,llm-judge,['non-fatal failure handling mentioned or implied in intent_summary'],"[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains WHY warmup matters (cold-start latency elimination), not just WHAT the function does', 'verdict': 'PASS', 'evidence': 'This process aims to mitigate cold-start latency experienced by users on their first requests.'}, {'criterion': 'semantic_type is Config or Logic', 'verdict': 'PASS', 'evidence': 'Logic'}, {'criterion': 'non-fatal failure handling mentioned or implied in intent_summary', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains WHY warmup matters (cold-start latency elimination), not just WHAT the function does', 'verdict': 'PASS', 'evidence': 'This process aims to mitigate cold-start latency experienced by users on their first requests.'}, {'criterion': 'semantic_type is Config or Logic', 'verdict': 'PASS', 'evidence': '""semantic_type"": ""Logic""'}, {'criterion': 'non-fatal failure handling mentioned or implied in intent_summary', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 3, 'evaluations': [{'criterion': 'intent_summary explains WHY warmup matters (cold-start latency elimination), not just WHAT the function does', 'verdict': 'PASS', 'evidence': 'This process aims to mitigate cold-start latency experienced by users on their first requests.'}, {'criterion': 'semantic_type is Config or Logic', 'verdict': 'PASS', 'evidence': '""semantic_type"": ""Logic""'}, {'criterion': 'non-fatal failure handling mentioned or implied in intent_summary', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
gemma4:e2b,intent_sum_005,intent_summarizer,SummarizedChunk,3,3,1.0,4.528,121.46,3,3,0.3333,llm-judge,"['intent_summary explains WHY temporal weighting prevents stale tendencies from dominating persona', 'tech_stack includes at least: embeddings or persona or weighting']","[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains WHY temporal weighting prevents stale tendencies from dominating persona', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'tech_stack includes at least: embeddings or persona or weighting', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic', 'verdict': 'PASS', 'evidence': '""Logic""'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains WHY temporal weighting prevents stale tendencies from dominating persona', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'tech_stack includes at least: embeddings or persona or weighting', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic', 'verdict': 'PASS', 'evidence': '""Logic""'}]}, {'run': 3, 'evaluations': [{'criterion': 'intent_summary explains WHY temporal weighting prevents stale tendencies from dominating persona', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'tech_stack includes at least: embeddings or persona or weighting', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic', 'verdict': 'PASS', 'evidence': '""Logic""'}]}]"
gemma4:e2b,intent_sum_006,intent_summarizer,SummarizedChunk,3,3,1.0,4.669,121.11,3,6,0.6667,llm-judge,['intent_summary explains WHY this pre-processing step exists before Presidio (fast regex for known patterns)'],"[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains WHY this pre-processing step exists before Presidio (fast regex for known patterns)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic', 'verdict': 'PASS', 'evidence': '""semantic_type"": ""Logic""'}, {'criterion': 'tech_stack does not incorrectly tag this as a Presidio node — this is pure regex', 'verdict': 'PASS', 'evidence': 'ABSENT'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains WHY this pre-processing step exists before Presidio (fast regex for known patterns)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic', 'verdict': 'PASS', 'evidence': 'Logic'}, {'criterion': 'tech_stack does not incorrectly tag this as a Presidio node — this is pure regex', 'verdict': 'PASS', 'evidence': '[""re"", ""Regular Expressions"", ""String manipulation""]'}]}, {'run': 3, 'evaluations': [{'criterion': 'intent_summary explains WHY this pre-processing step exists before Presidio (fast regex for known patterns)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic', 'verdict': 'PASS', 'evidence': '""Logic""'}, {'criterion': 'tech_stack does not incorrectly tag this as a Presidio node — this is pure regex', 'verdict': 'PASS', 'evidence': '[""re"", ""Regular Expressions"", ""String manipulation""]'}]}]"
gemma4:e2b,intent_sum_007,intent_summarizer,SummarizedChunk,3,3,1.0,3.682,122.0,3,3,0.3333,llm-judge,"['tech_stack includes Watchdog', 'intent_summary explains WHY debouncing is necessary (file save events fire multiple times per logical save)']","[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains WHY debouncing is necessary (file save events fire multiple times per logical save)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': '""Logic""'}, {'criterion': 'tech_stack includes Watchdog', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains WHY debouncing is necessary (file save events fire multiple times per logical save)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': '""Logic""'}, {'criterion': 'tech_stack includes Watchdog', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 3, 'evaluations': [{'criterion': 'intent_summary explains WHY debouncing is necessary (file save events fire multiple times per logical save)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': '""Logic""'}, {'criterion': 'tech_stack includes Watchdog', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
gemma4:e2b,intent_sum_008,intent_summarizer,SummarizedChunk,3,3,1.0,5.111,121.25,3,6,0.6667,llm-judge,"['intent_summary explains the quality gate philosophy (80% coverage threshold as CI gate, not a suggestion)']","[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains the quality gate philosophy (80% coverage threshold as CI gate, not a suggestion)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Config', 'verdict': 'PASS', 'evidence': '""semantic_type"": ""Config""'}, {'criterion': 'tech_stack includes pytest and ruff', 'verdict': 'PASS', 'evidence': '""tech_stack"": [""TOML"", ""pytest"", ""coverage"", ""ruff""]'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains the quality gate philosophy (80% coverage threshold as CI gate, not a suggestion)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Config', 'verdict': 'PASS', 'evidence': '""semantic_type"": ""Config""'}, {'criterion': 'tech_stack includes pytest and ruff', 'verdict': 'PASS', 'evidence': '[""TOML"", ""pytest"", ""coverage"", ""ruff""]'}]}, {'run': 3, 'evaluations': [{'criterion': 'intent_summary explains the quality gate philosophy (80% coverage threshold as CI gate, not a suggestion)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Config', 'verdict': 'PASS', 'evidence': '""semantic_type"": ""Config""'}, {'criterion': 'tech_stack includes pytest and ruff', 'verdict': 'PASS', 'evidence': '""tech_stack"": [""TOML"", ""pytest"", ""coverage"", ""ruff""]'}]}]"
gemma4:e4b,intent_sum_001,intent_summarizer,SummarizedChunk,3,3,1.0,2.697,77.37,3,6,0.6667,llm-judge,"['tech_stack includes at least one of: Stripe, payments, financial']","[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains WHY idempotency is needed (duplicate payment prevention), not just WHAT the function does', 'verdict': 'PASS', 'evidence': '""ensuring idempotency... to prevent redundant charges""'}, {'criterion': 'tech_stack includes at least one of: Stripe, payments, financial', 'verdict': 'FAIL', 'evidence': '[""Idempotency pattern"", ""Payment processing"", ""Caching""]'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': '""Logic""'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains WHY idempotency is needed (duplicate payment prevention), not just WHAT the function does', 'verdict': 'PASS', 'evidence': 'ensuring idempotency... to prevent redundant charges'}, {'criterion': 'tech_stack includes at least one of: Stripe, payments, financial', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': 'Logic'}]}, {'run': 3, 'evaluations': [{'criterion': 'intent_summary explains WHY idempotency is needed (duplicate payment prevention), not just WHAT the function does', 'verdict': 'PASS', 'evidence': 'ensuring idempotency... to prevent redundant charges'}, {'criterion': 'tech_stack includes at least one of: Stripe, payments, financial', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': 'Logic'}]}]"
gemma4:e4b,intent_sum_002,intent_summarizer,SummarizedChunk,3,3,1.0,1.064,76.96,3,6,0.6667,llm-judge,['tech_stack includes ChromaDB or Ollama'],"[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains WHY these settings exist (system tuning, not just variable names)', 'verdict': 'PASS', 'evidence': '""This file centralizes various application configuration constants, defining parameters such as database collection names, external service endpoints (Ollama), worker counts, file paths, and operational thresholds.""'}, {'criterion': 'semantic_type is Config', 'verdict': 'PASS', 'evidence': '""Config""'}, {'criterion': 'tech_stack includes ChromaDB or Ollama', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains WHY these settings exist (system tuning, not just variable names)', 'verdict': 'PASS', 'evidence': '""intent_summary"": ""This file centralizes various application configuration constants, defining parameters such as database collection names, external service endpoints (Ollama), worker counts, file paths, and operational thresholds.""'}, {'criterion': 'semantic_type is Config', 'verdict': 'PASS', 'evidence': '""semantic_type"": ""Config""'}, {'criterion': 'tech_stack includes ChromaDB or Ollama', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 3, 'evaluations': [{'criterion': 'intent_summary explains WHY these settings exist (system tuning, not just variable names)', 'verdict': 'PASS', 'evidence': '""This file centralizes various application configuration constants, defining parameters such as database collection names, external service endpoints (Ollama), worker counts, file paths, and operational thresholds.""'}, {'criterion': 'semantic_type is Config', 'verdict': 'PASS', 'evidence': '""semantic_type"": ""Config""'}, {'criterion': 'tech_stack includes ChromaDB or Ollama', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
